canonical_name,display_name,matched_name,source_names,country_code,openalex_id,ror_id,window_key,window_label,window_start,window_end,works,cited_by_proxy,top10_count,top1_count,top10_share,top1_share,h_index,field_entropy,active_fields,international_collab_count,international_collab_share,core_source_count,core_source_share,oa_count,oa_share,oa_gold_count,oa_hybrid_count,oa_green_count,oa_bronze_count,oa_diamond_count,closed_count,sdg_count,sdg_share,funder_count,has_medical_school_or_center,arwu_2025_rank,qs_2027_rank,usnews_2026_2027_rank
University of Otago,University of Otago,University of Otago,University of Otago,NZ,https://openalex.org/I80281795,https://ror.org/01jmxt844,2025,Annual snapshot 2025,2025,2025,3299,882,882,135,0.26735374355865416,0.04092149136101849,646,2.5816863526481053,9,2077,0.6295847226432252,2765,0.8381327675053046,2395,0.725977568960291,715,987,223,238,232,904,1142,0.34616550469839347,200,False,401-500,198,290
Qatar University,Qatar University,Qatar University,Qatar University,QA,https://openalex.org/I60342839,https://ror.org/00yhnba62,2025,Annual snapshot 2025,2025,2025,3828,1228,1228,240,0.3207941483803553,0.06269592476489028,362,2.5912862547937148,10,2716,0.709508881922675,3122,0.8155694879832811,2670,0.6974921630094044,1213,927,89,84,357,1158,1251,0.3268025078369906,200,False,501-600,109,262
Lomonosov Moscow State University,Lomonosov Moscow State University,Lomonosov Moscow State University,Lomonosov Moscow State University; Moscow State University,RU,https://openalex.org/I19880235,https://ror.org/010pmpe69,2025,Annual snapshot 2025,2025,2025,8273,852,852,52,0.10298561585881784,0.006285507071195455,719,2.7920327156810614,17,4447,0.537531729723196,3873,0.4681494016680769,3780,0.45690801402151576,950,748,422,478,1182,4493,2005,0.2423546476489786,200,False,101-150,115,
KFUPM,King Fahd University of Petroleum and Minerals,King Fahd University of Petroleum and Minerals,KFUPM,SA,https://openalex.org/I134085113,https://ror.org/03yez3163,2025,Annual snapshot 2025,2025,2025,4421,1327,1327,198,0.3001583352182764,0.04478624745532685,373,2.136798778227045,7,2904,0.6568649626781271,3490,0.7894141596923773,1690,0.3822664555530423,949,271,88,74,308,2731,1307,0.2956344718389505,200,False,701-800,63,322
King Abdulaziz University (KAU),King Abdulaziz University,King Abdulaziz University,King Abdulaziz University; King Abdulaziz University (KAU),SA,https://openalex.org/I185163786,https://ror.org/02ma4wv74,2025,Annual snapshot 2025,2025,2025,6234,1652,1652,229,0.26499839589348734,0.03673403914019891,536,2.687489386217462,16,3903,0.6260827718960539,5118,0.8209817131857555,4254,0.6823869104908566,2408,524,208,169,945,1980,1870,0.2999679178697465,200,False,501-600,200,122
King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,SA,https://openalex.org/I71920554,https://ror.org/01q3tbs38,2025,Annual snapshot 2025,2025,2025,3270,1064,1064,161,0.3253822629969419,0.049235474006116206,660,2.38922884836915,12,2525,0.77217125382263,2645,0.808868501529052,1702,0.5204892966360857,746,570,136,99,151,1568,940,0.2874617737003058,200,False,201-300,,103
King Saud University,King Saud University,King Saud University,King Saud University,SA,https://openalex.org/I28022161,https://ror.org/02f81g417,2025,Annual snapshot 2025,2025,2025,13332,4212,4212,588,0.3159315931593159,0.04410441044104411,470,2.7034139328616065,19,10470,0.7853285328532853,12190,0.9143414341434143,7749,0.5812331233123312,5098,911,387,374,979,5583,4536,0.3402340234023402,200,False,101-150,107,139
Chalmers University of Technology,Chalmers University of Technology,Chalmers University of Technology,Chalmers University of Technology,SE,https://openalex.org/I66862912,https://ror.org/040wg7k59,2025,Annual snapshot 2025,2025,2025,3253,867,867,127,0.2665232093452198,0.03904088533661236,557,2.3672220571234974,7,2211,0.6796802951122041,2544,0.7820473409160774,2341,0.7196434060866892,669,1167,225,61,219,912,859,0.2640639409775592,200,False,301-400,174,348
KTH Royal Institute of Technology,KTH Royal Institute of Technology,KTH Royal Institute of Technology,KTH Royal Institute of Technology,SE,https://openalex.org/I86987016,https://ror.org/026vcq606,2025,Annual snapshot 2025,2025,2025,4963,1406,1406,184,0.28329639331049766,0.03707435019141648,720,2.4143430416049956,9,3459,0.6969574853919001,3784,0.7624420713278259,3444,0.693935119887165,1105,1510,433,77,319,1519,1321,0.26616965545033244,200,False,201-300,82,
Karolinska Institute,Karolinska Institutet,Karolinska Institutet,Karolinska Institute,SE,https://openalex.org/I28166907,https://ror.org/056d84691,2025,Annual snapshot 2025,2025,2025,9028,2816,2816,454,0.31191847585290206,0.050287992910943734,1441,1.6851868538473886,10,6752,0.7478954364200265,8352,0.9251218431546301,7590,0.8407177669472752,3390,2786,612,335,467,1438,3420,0.37882144439521487,200,True,50,,57
Lund University,Lund University,Lund University,Lund University,SE,https://openalex.org/I187531555,https://ror.org/012a77v79,2025,Annual snapshot 2025,2025,2025,7822,2179,2179,334,0.27857325492201485,0.04270007670672462,1067,2.490045229986059,16,5248,0.6709281513679366,6620,0.8463308616722066,6332,0.8095116338532344,2051,2800,563,217,701,1490,2569,0.32843262592687295,200,False,101-150,71,124
Stockholm University,Stockholm University,Stockholm University,Stockholm University,SE,https://openalex.org/I161593684,https://ror.org/05f0yaq80,2025,Annual snapshot 2025,2025,2025,4290,1514,1514,248,0.35291375291375293,0.05780885780885781,949,2.747174374753866,13,2870,0.668997668997669,3443,0.8025641025641026,3620,0.8438228438228438,1177,1557,296,88,502,670,1213,0.28275058275058274,200,False,100,167,193
