canonical_name,display_name,matched_name,country_code,openalex_id,ror_id,works_2020_2024,cited_by_proxy,top10_count,top1_count,top10_share,top1_share,h_index,oa_share,international_collab_proxy_share,field_entropy,active_fields,has_medical_school_or_center,arwu_2025_rank,qs_2027_rank,usnews_2026_2027_rank
Nagoya University,Nagoya University,Nagoya University,JP,https://openalex.org/I60134161,https://ror.org/04chrp450,36329,453497,453497,744,12.483057612375788,1.2738751044690277,744,0.6847422169616559,0.2600784761890841,1.0664006324974045,6,False,101-150,156,328
The University of Osaka,The University of Osaka,The University of Osaka,JP,https://openalex.org/I98285908,https://ror.org/035t8zc32,47344,583018,583018,1095,12.31450659006421,3.0642464178037483,1095,0.6642235552551538,0.3953130612729854,1.3146459734893863,7,False,201-300,95,264
The University of Tokyo,The University of Tokyo,The University of Tokyo,JP,https://openalex.org/I74801974,https://ror.org/057zh3y96,97146,1310910,1310910,1383,13.49422518683219,3.9207596064299306,1383,0.7037757601959936,0.4234391859922654,1.234825134896405,6,False,31,39,72
Tohoku University,Tohoku University,Tohoku University,JP,https://openalex.org/I201537933,https://ror.org/01dq60k83,47206,544116,544116,866,11.526416133542346,2.9638000763067534,866,0.6588569249671652,0.3812017123590598,1.265291068207953,4,False,201-300,102,268
Hanyang University,Hanyang University,Hanyang University,KR,https://openalex.org/I4575257,https://ror.org/046865y68,26034,458759,458759,515,17.621533379426904,4.328431241477045,515,0.562764077744488,0.42005349051050545,1.10575413511683,4,False,201-300,155,415
KAIST,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,KR,https://openalex.org/I157485424,https://ror.org/05apxxy63,26044,490573,490573,675,18.836315466134234,5.042400815765135,675,0.48418061741667945,0.4800071115471334,1.2374634604989205,6,False,201-300,65,245
Korea University,Korea University,Korea University,KR,https://openalex.org/I197347611,https://ror.org/047dqcg40,34336,677573,677573,646,19.73360321528425,5.42518756698821,646,0.5640726933830382,0.5395844641017189,1.4570483882565222,5,False,201-300,52,255
Pohang University of Science And Technology (POSTECH),Pohang University of Science and Technology,Pohang University of Science and Technology,KR,https://openalex.org/I123900574,https://ror.org/04xysgw12,13451,279535,279535,599,20.781726265705153,5.807279063014229,599,0.4891086164597428,0.523180889297037,1.264233422751853,4,False,301-400,106,345
Seoul National University,Seoul National University,Seoul National University,KR,https://openalex.org/I139264467,https://ror.org/04h9pn542,67203,1051249,1051249,966,15.642887966311028,3.6389003147150825,966,0.6849545407199084,0.5106461125596611,1.784899842676392,8,False,81,38,121
Sungkyunkwan University,Sungkyunkwan University,Sungkyunkwan University,KR,https://openalex.org/I848706,https://ror.org/04q78tk20,39949,716725,716725,706,17.940999774712758,4.787811205680215,706,0.6225687751883652,0.5244939022142461,1.5481570188687575,5,False,151-200,108,244
